Combined categories,p_5mM.p_0mM___log2FoldChange
Hypothetical protein,0.511304013
Hypothetical protein,-0.617950147
Hypothetical protein,0.086616099
Hypothetical protein,-0.252830691
Hypothetical protein,-0.26421592
Hypothetical protein,-0.691908972
Hypothetical protein,-0.207837435
Hypothetical protein,0.171198676
Hypothetical protein,0.734598911
Hypothetical protein,0.557261303
Hypothetical protein,-0.291692784
Hypothetical protein,0.121384069
Hypothetical protein,0.61572918
Hypothetical protein,-0.06458022
Hypothetical protein,0.309063233
Hypothetical protein,0.90535735
Hypothetical protein,-0.248062591
Hypothetical protein,-0.226976196
Hypothetical protein,0.449403304
Hypothetical protein,0.099383752
Hypothetical protein,-0.389863432
Hypothetical protein,0.503847715
Hypothetical protein,-0.087993557
Hypothetical protein,0.323277283
Hypothetical protein,0.537478819
Hypothetical protein,0.312049845
Hypothetical protein,-0.447658945
Hypothetical protein,0.301726148
Hypothetical protein,-0.56057106
Hypothetical protein,-0.688745346
Hypothetical protein,-0.705887179
Hypothetical protein,-0.372501767
Hypothetical protein,0.093228333
Hypothetical protein,0.483218176
Hypothetical protein,0.446057125
Hypothetical protein,0.000497136
Hypothetical protein,0.455200237
Hypothetical protein,0.293101644
Hypothetical protein,-0.036800628
Hypothetical protein,-0.280724507
Hypothetical protein,-0.349703395
Hypothetical protein,0.224044109
Hypothetical protein,-0.625367549
Hypothetical protein,-0.724185581
Hypothetical protein,-0.918030271
Hypothetical protein,-0.428781879
Hypothetical protein,-0.764361865
Hypothetical protein,-0.228128321
Hypothetical protein,0.636512891
Hypothetical protein,-0.116242426
Hypothetical protein,0.978763098
Hypothetical protein,0.912576254
Hypothetical protein,0.857224837
Hypothetical protein,-0.686556412
Hypothetical protein,0.69642211
Hypothetical protein,0.180660016
Hypothetical protein,0.574152521
Hypothetical protein,-0.419645967
Hypothetical protein,-0.076770245
Hypothetical protein,-0.152994672
Hypothetical protein,-0.048502634
Hypothetical protein,0.460857939
Hypothetical protein,-0.139764919
Hypothetical protein,0.394990879
Hypothetical protein,-0.469263359
Hypothetical protein,0.232996005
Hypothetical protein,-0.235134548
Hypothetical protein,-0.333388861
Hypothetical protein,0.012039393
Hypothetical protein,-0.756215851
Hypothetical protein,0.332201067
Hypothetical protein,0.109176385
Hypothetical protein,0.413758586
Hypothetical protein,0.509648923
Hypothetical protein,-0.123530069
Hypothetical protein,-0.141783498
Hypothetical protein,-0.853334127
Hypothetical protein,0.354714622
Hypothetical protein,-0.542978633
Hypothetical protein,0.225830672
Hypothetical protein,-0.261062129
Hypothetical protein,0.118615464
Hypothetical protein,0.973584686
Hypothetical protein,-0.146846503
Hypothetical protein,-0.357122498
Hypothetical protein,-0.210829958
Hypothetical protein,0.024816193
Hypothetical protein,-0.1111209
Hypothetical protein,0.086742786
Hypothetical protein,-0.703847909
Hypothetical protein,-0.573739338
Hypothetical protein,0.12700656
Hypothetical protein,-0.198416306
Hypothetical protein,-0.36757509
Hypothetical protein,0.43975576
Hypothetical protein,0.414176423
Hypothetical protein,0.076642248
Hypothetical protein,0.810116302
Hypothetical protein,0.357674685
Hypothetical protein,-0.695102914
Hypothetical protein,-0.605803484
Hypothetical protein,0.524318319
Hypothetical protein,0.706471303
Hypothetical protein,-0.36933456
Hypothetical protein,-0.401092086
Hypothetical protein,0.127112605
Hypothetical protein,-0.550037839
Hypothetical protein,-0.626800963
Hypothetical protein,0.163141553
Hypothetical protein,-0.028292845
Hypothetical protein,-0.34195774
Hypothetical protein,0.337896294
Hypothetical protein,0.716175663
Hypothetical protein,0.20090837
Hypothetical protein,0.065356491
Hypothetical protein,0.605716187
Hypothetical protein,-0.85837944
Hypothetical protein,-0.935179367
Hypothetical protein,0.523541146
Hypothetical protein,-0.233962219
Hypothetical protein,-0.13822494
Hypothetical protein,-0.959502772
Hypothetical protein,-0.319891185
Hypothetical protein,0.302697578
Hypothetical protein,0.048456572
Hypothetical protein,-0.357532626
Hypothetical protein,0.545460372
Hypothetical protein,-0.268634251
Hypothetical protein,0.327631846
Hypothetical protein,-0.409618318
Hypothetical protein,-0.534677305
Hypothetical protein,-0.651282407
Hypothetical protein,-0.891677434
Hypothetical protein,0.703640273
Hypothetical protein,0.298751053
Hypothetical protein,0.120246072
Hypothetical protein,0.456859611
Hypothetical protein,0.361146097
Hypothetical protein,0.420324645
Hypothetical protein,-0.25250034
Hypothetical protein,-0.115709513
Hypothetical protein,0.630702417
Hypothetical protein,0.108627476
Hypothetical protein,-0.609798708
Hypothetical protein,-0.386779878
Hypothetical protein,-0.040353496
Hypothetical protein,-0.101392299
Hypothetical protein,0.278546435
Hypothetical protein,0.2891616
Hypothetical protein,-0.9405042
Hypothetical protein,0.656913
Hypothetical protein,0.7802293
Hypothetical protein,0.8363885
Hypothetical protein,-0.5888114
Hypothetical protein,-0.4479086
Hypothetical protein,0.1925848
Hypothetical protein,-0.3065711
Hypothetical protein,0.3859566
Hypothetical protein,0.7962144
Hypothetical protein,0.08493506
Hypothetical protein,-0.7495847
Hypothetical protein,0.8135814
Hypothetical protein,0.7571607
Hypothetical protein,-0.676703
Hypothetical protein,0.5459759
Hypothetical protein,0.3149873
Hypothetical protein,-0.2256356
Hypothetical protein,-0.1295037
Hypothetical protein,0.4988347
Hypothetical protein,0.9443488
Hypothetical protein,-0.2517975
Hypothetical protein,-0.3953116
Hypothetical protein,-0.0905677
Hypothetical protein,0.2318633
Hypothetical protein,0.151087
Hypothetical protein,0.1318661
Hypothetical protein,-0.8159437
Hypothetical protein,0.3798363
Hypothetical protein,0.2339209
Hypothetical protein,0.1714746
Hypothetical protein,0.6753744
Hypothetical protein,-0.2163566
Hypothetical protein,-0.7782589
Hypothetical protein,-0.08539104
Hypothetical protein,-0.5479066
Hypothetical protein,-0.9672421
Hypothetical protein,0.3103087
Hypothetical protein,0.5936775
Hypothetical protein,-0.3967474
Hypothetical protein,0.2531077
Hypothetical protein,-0.2152066
Hypothetical protein,0.4160887
Hypothetical protein,0.2645616
Hypothetical protein,0.5242255
Hypothetical protein,0.535237
Hypothetical protein,0.1275847
Hypothetical protein,0.2175531
Hypothetical protein,0.3227958
Hypothetical protein,0.0913699
Hypothetical protein,0.6204905
Hypothetical protein,-0.1389981
Hypothetical protein,-0.6841865
Hypothetical protein,-0.7719158
Hypothetical protein,0.8232666
Hypothetical protein,0.7077275
Hypothetical protein,-0.6550799
Hypothetical protein,0.7257108
Hypothetical protein,-0.9007924
Hypothetical protein,-0.5387978
Hypothetical protein,0.962568
Hypothetical protein,0.9427306
Hypothetical protein,0.4061543
Hypothetical protein,-0.1987673
Hypothetical protein,0.7207985
Hypothetical protein,0.03500064
Hypothetical protein,-0.1444105
Hypothetical protein,0.9169227
Hypothetical protein,-0.9981913
Hypothetical protein,0.08758046
Hypothetical protein,-0.1653858
Hypothetical protein,0.6179115
Hypothetical protein,-0.5428815
Hypothetical protein,0.8798644
Hypothetical protein,0.6441792
Hypothetical protein,0.8281879
Hypothetical protein,-0.2625251
Hypothetical protein,-0.03066594
Hypothetical protein,-0.2329806
Hypothetical protein,0.5940498
Hypothetical protein,0.7888346
Hypothetical protein,0.4061459
Hypothetical protein,0.5155067
Hypothetical protein,0.5446791
Hypothetical protein,0.5085792
Hypothetical protein,-0.1487729
Hypothetical protein,-0.2896951
Hypothetical protein,0.2435548
Hypothetical protein,-0.4424355
Hypothetical protein,0.001935714
Hypothetical protein,0.9923684
Hypothetical protein,-0.5376375
Hypothetical protein,-0.5927623
Hypothetical protein,0.6555066
Hypothetical protein,0.8883269
Hypothetical protein,0.07542356
Hypothetical protein,-0.3715388
Hypothetical protein,0.2218265
Hypothetical protein,0.113773
Hypothetical protein,-0.1870731
Hypothetical protein,-0.1574569
Hypothetical protein,0.6842781
Hypothetical protein,0.3045859
Hypothetical protein,-0.7580259
Hypothetical protein,-0.6598018
Hypothetical protein,-0.5758451
Hypothetical protein,-0.396165
Hypothetical protein,-0.7079956
Hypothetical protein,-0.8183051
Hypothetical protein,0.8855621
Hypothetical protein,0.005034105
Hypothetical protein,-0.1440836
Hypothetical protein,-0.2218356
Hypothetical protein,-0.7019307
Hypothetical protein,-0.9947903
Hypothetical protein,-0.7765581
Hypothetical protein,0.7304654
Hypothetical protein,-0.1479572
Hypothetical protein,0.4584132
Hypothetical protein,0.6715499
Hypothetical protein,0.8345376
Hypothetical protein,0.05918067
Hypothetical protein,0.1797604
Hypothetical protein,0.719974
Hypothetical protein,-0.7280977
Hypothetical protein,-0.555453
Hypothetical protein,0.3337222
Hypothetical protein,0.01215699
Hypothetical protein,-0.5046465
Hypothetical protein,0.699271
Hypothetical protein,0.04938202
Hypothetical protein,0.1435394
Hypothetical protein,-0.03478407
Hypothetical protein,0.7308132
Hypothetical protein,0.05246183
Hypothetical protein,0.3303186
Hypothetical protein,0.8847535
Hypothetical protein,-0.6399286
Hypothetical protein,0.1056452
Hypothetical protein,-0.7134261
Hypothetical protein,-0.1735166
Hypothetical protein,-0.005835561
Hypothetical protein,0.1913129
Hypothetical protein,0.5428206
Hypothetical protein,0.7526638
Hypothetical protein,0.6148328
Hypothetical protein,0.3824535
Hypothetical protein,0.9801742
Hypothetical protein,0.61795
Hypothetical protein,0.1960586
Hypothetical protein,-0.5700933
Hypothetical protein,0.5202618
Hypothetical protein,-0.3844685
Hypothetical protein,-0.6319079
Hypothetical protein,-0.8596284
Hypothetical protein,-0.171967
Hypothetical protein,-0.9443454
Hypothetical protein,0.3325117
Hypothetical protein,-0.6646692
Hypothetical protein,0.4459896
Hypothetical protein,-0.3997557
Hypothetical protein,-0.5489088
Hypothetical protein,-0.1858639
Hypothetical protein,0.01208872
Hypothetical protein,-0.1224261
Hypothetical protein,-0.591368
Hypothetical protein,-0.751139
Hypothetical protein,-0.6377403
Hypothetical protein,-0.672136
Hypothetical protein,0.0588474
Hypothetical protein,0.3734615
Hypothetical protein,-0.6420309
Hypothetical protein,-0.7251824
Hypothetical protein,-0.08009091
Hypothetical protein,-0.7311721
Hypothetical protein,-0.3982988
Hypothetical protein,0.2890519
Hypothetical protein,0.6492137
Hypothetical protein,-0.1736539
Hypothetical protein,-0.1098731
Hypothetical protein,0.3087401
Hypothetical protein,-0.2670337
Hypothetical protein,-0.750727
Hypothetical protein,0.1336038
Hypothetical protein,-0.715852
Hypothetical protein,-0.176957
Hypothetical protein,-0.3402524
Hypothetical protein,0.1448215
Hypothetical protein,-0.3119355
Hypothetical protein,0.4181281
Hypothetical protein,0.3277765
Hypothetical protein,-0.3415352
Hypothetical protein,0.3308391
Hypothetical protein,-0.6444086
Hypothetical protein,0.9126846
Hypothetical protein,0.392935
Hypothetical protein,-0.1671374
Hypothetical protein,0.5178754
Hypothetical protein,0.49833
Hypothetical protein,0.5659639
Hypothetical protein,-0.9853939
Hypothetical protein,-0.2576003
Hypothetical protein,-0.6961548
Hypothetical protein,0.1039033
Hypothetical protein,0.09539244
Hypothetical protein,0.06639504
Hypothetical protein,-0.4729989
Hypothetical protein,0.5844784
Hypothetical protein,0.5338472
Hypothetical protein,-0.2451295
Hypothetical protein,0.8331545
Hypothetical protein,0.2211007
Hypothetical protein,0.1202835
Hypothetical protein,0.6780109
Hypothetical protein,0.4790972
Hypothetical protein,-0.1436207
Hypothetical protein,0.2406061
Hypothetical protein,0.6195228
Hypothetical protein,0.782193
Hypothetical protein,0.3416781
Hypothetical protein,0.4232444
Hypothetical protein,0.9744744
Hypothetical protein,0.7187604
Hypothetical protein,0.7656471
Hypothetical protein,0.473254
Hypothetical protein,0.7913951
Hypothetical protein,0.1194442
Hypothetical protein,-0.3341982
Hypothetical protein,0.1484133
Hypothetical protein,0.2210639
Hypothetical protein,0.1515239
Hypothetical protein,0.9087245
Hypothetical protein,-0.07006635
Hypothetical protein,-0.1691415
Hypothetical protein,-0.2491111
Hypothetical protein,-0.09851903
Hypothetical protein,-0.1969569
Hypothetical protein,-0.1910598
Hypothetical protein,-0.6949576
Hypothetical protein,0.02746967
Hypothetical protein,-0.5201234
Hypothetical protein,0.5810371
Hypothetical protein,-0.5707882
Hypothetical protein,0.3623321
Hypothetical protein,-0.7951603
Hypothetical protein,0.01074538
Hypothetical protein,0.578617
Hypothetical protein,0.4456158
Hypothetical protein,0.2695739
Hypothetical protein,-0.07931738
Hypothetical protein,0.290643
Hypothetical protein,0.1488805
Hypothetical protein,0.7036734
Hypothetical protein,-0.6020952
Hypothetical protein,-0.1395208
Hypothetical protein,-0.2815498
Hypothetical protein,0.11631
Hypothetical protein,0.5445211
Hypothetical protein,-0.8023089
Hypothetical protein,-0.7455407
Hypothetical protein,0.5507975
Hypothetical protein,0.2486357
Hypothetical protein,0.5402113
Hypothetical protein,-0.5916518
Hypothetical protein,-0.09533997
Hypothetical protein,-0.2512572
Hypothetical protein,0.828041
Hypothetical protein,0.5831607
Hypothetical protein,-0.3950059
Hypothetical protein,-0.5999776
Hypothetical protein,0.4889496
Hypothetical protein,0.08418036
Hypothetical protein,-0.1267195
Hypothetical protein,0.05108497
Hypothetical protein,0.07172301
Hypothetical protein,-0.2858154
Hypothetical protein,0.09338792
Hypothetical protein,0.2855151
Hypothetical protein,0.3731022
Hypothetical protein,-0.512733
Hypothetical protein,-0.657877
Hypothetical protein,0.5693433
Hypothetical protein,-1.641092487
Hypothetical protein,-2.529902544
Hypothetical protein,-2.53475926
Hypothetical protein,-1.566424562
Hypothetical protein,-2.542412343
Hypothetical protein,-1.094036426
Hypothetical protein,-1.737089696
Hypothetical protein,-1.199997761
Hypothetical protein,-1.420033854
Hypothetical protein,-1.250838681
Hypothetical protein,-2.362482374
Hypothetical protein,-1.095039279
Hypothetical protein,-1.935501357
Hypothetical protein,-1.774974324
Hypothetical protein,-2.795877144
Hypothetical protein,-1.844528405
Hypothetical protein,-1.105253467
Hypothetical protein,-2.526516528
Hypothetical protein,-1.582421405
Hypothetical protein,-3.354637839
Hypothetical protein,-1.744697552
Hypothetical protein,-1.257903011
Hypothetical protein,-1.161005769
Hypothetical protein,-1.611015789
Hypothetical protein,-1.946170927
Hypothetical protein,-1.336521416
Hypothetical protein,-1.465426935
Hypothetical protein,-1.169316567
Hypothetical protein,-2.027378915
Hypothetical protein,-1.272554496
Hypothetical protein,-1.433178886
Hypothetical protein,-2.290685769
Hypothetical protein,-1.487744977
Hypothetical protein,-2.296739482
Hypothetical protein,-2.944628882
Hypothetical protein,-1.239306907
Hypothetical protein,-1.475159292
Hypothetical protein,-1.138038622
Hypothetical protein,-2.577592488
Hypothetical protein,-2.747574903
Hypothetical protein,-1.056634
Hypothetical protein,-1.020485174
Hypothetical protein,-1.518110333
Hypothetical protein,-2.246404572
Hypothetical protein,-2.310311245
Hypothetical protein,-1.041938016
Hypothetical protein,-1.793288799
Hypothetical protein,-1.139747558
Hypothetical protein,-1.12586157
Hypothetical protein,-1.132407543
Hypothetical protein,-1.216931514
Hypothetical protein,-2.136874217
Hypothetical protein,-1.072680794
Hypothetical protein,-2.007190925
Hypothetical protein,-1.073667422
Hypothetical protein,-1.123486843
Hypothetical protein,-3.108545599
Hypothetical protein,-1.074632338
Hypothetical protein,-1.338183965
Hypothetical protein,-1.4002486
Hypothetical protein,-1.887848187
Hypothetical protein,-1.80335122
Hypothetical protein,-1.225931157
Hypothetical protein,-1.478133491
Hypothetical protein,-1.705206394
Hypothetical protein,-1.036383813
Hypothetical protein,-1.135208162
Hypothetical protein,-1.307656423
Hypothetical protein,-1.827737773
Hypothetical protein,-2.466316705
Hypothetical protein,-2.063114435
Hypothetical protein,-1.076951483
Hypothetical protein,-1.762932482
Hypothetical protein,-1.651611432
Hypothetical protein,-1.045006318
Hypothetical protein,-1.11532773
Hypothetical protein,-1.183498651
Hypothetical protein,-1.268649753
Hypothetical protein,-2.79210022
Hypothetical protein,-1.060548851
Hypothetical protein,-2.414935977
Hypothetical protein,-1.257808406
Hypothetical protein,-1.119707552
Hypothetical protein,-1.79766731
Hypothetical protein,-1.242840957
Hypothetical protein,-1.256323064
Hypothetical protein,-1.03868884
Hypothetical protein,-1.033556883
Hypothetical protein,-1.119571186
Hypothetical protein,-2.212815934
Hypothetical protein,-1.773590895
Hypothetical protein,-1.224361277
Hypothetical protein,-1.492744633
Hypothetical protein,-1.274846214
Hypothetical protein,-1.236102827
Hypothetical protein,-1.226551761
Hypothetical protein,-1.369548223
Hypothetical protein,-2.976483688
Hypothetical protein,-1.282443791
Hypothetical protein,-1.960371723
Hypothetical protein,-1.706702076
Hypothetical protein,-1.486169097
Hypothetical protein,-1.307176601
Hypothetical protein,-1.405221258
Hypothetical protein,-1.091144234
Hypothetical protein,-2.581435784
Hypothetical protein,-1.432338
Hypothetical protein,-1.532069
Hypothetical protein,-1.057195
Hypothetical protein,-1.303386
Hypothetical protein,-2.310464
Hypothetical protein,-1.651023
Hypothetical protein,-1.562127
Hypothetical protein,-1.488705
Hypothetical protein,-1.489938
Hypothetical protein,-1.94468
Hypothetical protein,-1.081056
Hypothetical protein,-1.845006
Hypothetical protein,-1.095688
Hypothetical protein,-1.3314
Hypothetical protein,-1.665662
Hypothetical protein,-1.348903
Hypothetical protein,-1.111542
Hypothetical protein,-1.086216
Hypothetical protein,-1.007188
Hypothetical protein,-1.134916
Hypothetical protein,-1.5013
Hypothetical protein,-1.342147
Hypothetical protein,-1.384185
Hypothetical protein,-3.520654
Hypothetical protein,-1.39433
Hypothetical protein,-1.480179
Hypothetical protein,-1.607696
Hypothetical protein,-1.311129
Hypothetical protein,-1.52527
Hypothetical protein,-1.593719
Hypothetical protein,-1.572483
Hypothetical protein,-2.261282
Hypothetical protein,-2.420898
Hypothetical protein,-2.03485
Hypothetical protein,-1.176939
Hypothetical protein,-1.028706
Hypothetical protein,-1.128828
Hypothetical protein,-1.374949
Hypothetical protein,-1.089838
Hypothetical protein,-1.203357
Hypothetical protein,0.224110208
Hypothetical protein,0.417315087
Hypothetical protein,-0.051097126
Hypothetical protein,0.276283967
Hypothetical protein,-0.927241097
Hypothetical protein,0.567030733
Hypothetical protein,0.243745601
Hypothetical protein,0.795264462
Hypothetical protein,-0.083714082
Hypothetical protein,0.482094688
Hypothetical protein,0.351795318
Hypothetical protein,0.909398046
Hypothetical protein,0.936736553
Hypothetical protein,-0.743122542
Hypothetical protein,0.074162947
Hypothetical protein,-0.239038907
Hypothetical protein,0.908834527
Hypothetical protein,-0.763014629
Hypothetical protein,0.573912322
Hypothetical protein,-0.2242707
Hypothetical protein,-0.1855125
Hypothetical protein,0.9995551
Hypothetical protein,-0.4935641
Hypothetical protein,0.4062076
Hypothetical protein,0.60335
Hypothetical protein,-0.02306462
Hypothetical protein,0.6919484
Hypothetical protein,0.3242055
Hypothetical protein,0.8416323
Hypothetical protein,0.649252
Hypothetical protein,0.7002406
Hypothetical protein,0.1766553
Hypothetical protein,0.8482284
Hypothetical protein,0.154106
Hypothetical protein,0.4350181
Hypothetical protein,0.5752804
Hypothetical protein,-0.690166
Hypothetical protein,0.4699046
Hypothetical protein,-0.678019493
Hypothetical protein,-0.401922646
Hypothetical protein,-0.509378817
Hypothetical protein,-0.410395511
Hypothetical protein,-0.59903709
Hypothetical protein,-0.516446622
Hypothetical protein,-0.671005893
Hypothetical protein,-0.369428861
Hypothetical protein,-0.816497505
Hypothetical protein,0.175775249
Hypothetical protein,0.491950251
Hypothetical protein,-0.546950005
Hypothetical protein,-0.018338739
Hypothetical protein,-0.340789624
Hypothetical protein,-0.427823609
Hypothetical protein,-0.484137841
Hypothetical protein,-0.786979707
Hypothetical protein,0.737798038
Hypothetical protein,0.499481203
Hypothetical protein,-0.441118549
Hypothetical protein,-0.493486869
Hypothetical protein,-0.747875303
Hypothetical protein,-0.999721246
Hypothetical protein,-0.158026164
Hypothetical protein,-0.712914718
Hypothetical protein,0.892651478
Hypothetical protein,-0.931893241
Hypothetical protein,-0.619615879
Hypothetical protein,0.253778402
Hypothetical protein,-0.585912
Hypothetical protein,-0.7071228
Hypothetical protein,0.2865105
Hypothetical protein,-0.7581491
Hypothetical protein,-0.4216766
Hypothetical protein,-0.9833874
Hypothetical protein,-0.8267574
Hypothetical protein,0.8835187
Hypothetical protein,-0.6535797
Hypothetical protein,-0.3673949
Hypothetical protein,-0.880255
Hypothetical protein,0.09692476
Hypothetical protein,1.289246438
Hypothetical protein,2.179547486
Hypothetical protein,2.646676748
Hypothetical protein,2.150151948
Hypothetical protein,1.378179139
Hypothetical protein,1.225730988
Hypothetical protein,1.125472631
Hypothetical protein,1.070916905
Hypothetical protein,1.138510693
Hypothetical protein,1.207350585
Hypothetical protein,2.604476329
Hypothetical protein,1.220614408
Hypothetical protein,1.03567561
Hypothetical protein,1.207097247
Hypothetical protein,3.101376429
Hypothetical protein,3.084285007
Hypothetical protein,1.243587283
Hypothetical protein,1.721550075
Hypothetical protein,3.288660361
Hypothetical protein,2.330526675
Hypothetical protein,2.546400709
Hypothetical protein,2.402474984
Hypothetical protein,4.090021917
Hypothetical protein,1.204913105
Hypothetical protein,1.252437632
Hypothetical protein,1.617909749
Hypothetical protein,1.889600105
Hypothetical protein,1.51473909
Hypothetical protein,1.03679329
Hypothetical protein,5.174203946
Hypothetical protein,1.040967943
Hypothetical protein,1.04600049
Hypothetical protein,1.615316796
Hypothetical protein,1.433669538
Hypothetical protein,1.264566786
Hypothetical protein,1.527451409
Hypothetical protein,1.00080682
Hypothetical protein,1.164064073
Hypothetical protein,1.018092588
Hypothetical protein,4.044766483
Hypothetical protein,1.22624964
Hypothetical protein,1.13471374
Hypothetical protein,2.045514015
Hypothetical protein,1.045632659
Hypothetical protein,1.61597347
Hypothetical protein,1.350599044
Hypothetical protein,1.038283977
Hypothetical protein,1.140925673
Hypothetical protein,1.338934841
Hypothetical protein,2.099953675
Hypothetical protein,1.303327285
Hypothetical protein,1.298630837
Hypothetical protein,1.436469808
Hypothetical protein,4.292754737
Hypothetical protein,3.954179803
Hypothetical protein,1.027261158
Hypothetical protein,1.048449557
Hypothetical protein,1.151445037
Hypothetical protein,1.535997113
Hypothetical protein,5.151743534
Hypothetical protein,4.882240564
Hypothetical protein,1.758415236
Hypothetical protein,3.239251773
Hypothetical protein,3.762326561
Hypothetical protein,1.285558891
Hypothetical protein,1.123005789
Hypothetical protein,1.361216518
Hypothetical protein,1.119074664
Hypothetical protein,2.049272393
Hypothetical protein,4.006097965
Hypothetical protein,1.149801344
Hypothetical protein,1.67085453
Hypothetical protein,1.065257871
Hypothetical protein,1.112426202
Hypothetical protein,1.099865314
Hypothetical protein,3.199698313
Hypothetical protein,3.632176188
Hypothetical protein,2.621407932
Hypothetical protein,1.977268004
Hypothetical protein,1.151202844
Hypothetical protein,1.071507833
Hypothetical protein,1.38338435
Hypothetical protein,1.582063366
Hypothetical protein,2.924729931
Hypothetical protein,5.427348524
Hypothetical protein,5.751038498
Hypothetical protein,3.495710915
Hypothetical protein,1.424651396
Hypothetical protein,1.357621253
Hypothetical protein,1.261782985
Hypothetical protein,1.870673763
Hypothetical protein,1.454542711
Hypothetical protein,1.763381247
Hypothetical protein,1.522087132
Hypothetical protein,1.864386725
Hypothetical protein,2.082218
Hypothetical protein,1.043253
Hypothetical protein,2.93028
Hypothetical protein,2.570014
Hypothetical protein,3.306694
Hypothetical protein,1.149866
Hypothetical protein,1.421998
Hypothetical protein,1.02686
Hypothetical protein,3.491948
Hypothetical protein,1.303642
Hypothetical protein,1.087881
Hypothetical protein,1.231609
Hypothetical protein,1.008239
Hypothetical protein,2.222022
Hypothetical protein,2.20446
Hypothetical protein,1.036517
Hypothetical protein,2.094491
Hypothetical protein,1.190585
Hypothetical protein,1.167964
Hypothetical protein,1.498017
Hypothetical protein,6.012423
Hypothetical protein,6.906192
Hypothetical protein,4.085821
Hypothetical protein,1.057259
Hypothetical protein,1.01345
Hypothetical protein,1.755343
Hypothetical protein,1.080613
Hypothetical protein,1.480426
Hypothetical protein,1.321541
Hypothetical protein,1.081362
Hypothetical protein,1.070923
Hypothetical protein,1.445366
Hypothetical protein,1.221177
Hypothetical protein,1.664341
Hypothetical protein,1.515658
Hypothetical protein,1.47603
Hypothetical protein,1.079024
Hypothetical protein,1.436634
Hypothetical protein,1.263807
Hypothetical protein,1.100414
Hypothetical protein,1.283521
Hypothetical protein,1.176564
Hypothetical protein,1.074236
Hypothetical protein,1.371116
Biofilm and attachment,1.56343877
Biofilm and attachment,-1.064960028
Iron uptake,1.280437833
Iron uptake,1.45524
Iron uptake,3.617006
Iron uptake,3.467452
Iron uptake,5.835576
Iron uptake,2.351388984
Iron uptake,4.303717
Iron uptake,4.393234
Iron uptake,2.261838435
Iron uptake,6.061871553
Iron uptake,1.099881068
Iron uptake,2.429437489
Iron uptake,1.982951275
Iron uptake,3.302938924
Iron uptake,1.037297355
Iron uptake,0.1787921
Iron uptake,0.002095532
Iron uptake,-1.047707
Iron uptake,-0.256663422
Iron uptake,-0.15648533
"Stresses (oxidative, heat, cold, osmotic)",-1.429482758
"Stresses (oxidative, heat, cold, osmotic)",-1.375226
"Stresses (oxidative, heat, cold, osmotic)",-1.494096
"Stresses (oxidative, heat, cold, osmotic)",-1.083904
"Stresses (oxidative, heat, cold, osmotic)",-1.549923
Iron uptake,5.078601349
Iron uptake,5.691969576
Iron uptake,4.072336053
Iron uptake,-0.536349542
Iron uptake,-4.085113307
Iron uptake,-4.25266727
Fatty acid and lipid metabolism and transport,0.3604726
Fatty acid and lipid metabolism and transport,0.102570475
Fatty acid and lipid metabolism and transport,1.274771069
Fatty acid and lipid metabolism and transport,3.92057113
Fatty acid and lipid metabolism and transport,-0.706091367
Fatty acid and lipid metabolism and transport,-0.19352365
Fatty acid and lipid metabolism and transport,-0.5459003
Fatty acid and lipid metabolism and transport,0.3094827
Fatty acid and lipid metabolism and transport,0.01942682
Fatty acid and lipid metabolism and transport,-0.34689967
Fatty acid and lipid metabolism and transport,-0.493651652
Fatty acid and lipid metabolism and transport,-0.006505226
Fatty acid and lipid metabolism and transport,-0.634375128
Fatty acid and lipid metabolism and transport,-0.191179077
Fatty acid and lipid metabolism and transport,0.804729046
Iron uptake,4.012299141
Iron uptake,4.622814
Iron uptake,1.805013
Iron uptake,1.829948799
Iron uptake,1.522444
Iron uptake,1.132302
Iron uptake,1.756254
Iron uptake,3.184793
Iron uptake,5.490641
Iron uptake,4.586167632
Iron uptake,5.421956608
Iron uptake,3.471689761
Iron uptake,-0.775009931
Iron uptake,-0.142108569
Iron uptake,-3.423301
Iron uptake,0.736247
Iron uptake,-1.203936678
Iron uptake,0.8344393
Iron uptake,-6.58859909
Fatty acid and lipid metabolism and transport,0.956276784
Fatty acid and lipid metabolism and transport,-0.3397117
Fatty acid and lipid metabolism and transport,-1.182253
Fatty acid and lipid metabolism and transport,-1.200323
Fatty acid and lipid metabolism and transport,-1.073701
Fatty acid and lipid metabolism and transport,-2.252279264
Fatty acid and lipid metabolism and transport,-1.268859
Fatty acid and lipid metabolism and transport,-1.831918895
Fatty acid and lipid metabolism and transport,-1.066234
Fatty acid and lipid metabolism and transport,-2.009074647
Fatty acid and lipid metabolism and transport,0.042205552
Fatty acid and lipid metabolism and transport,-0.189814978
Fatty acid and lipid metabolism and transport,-0.38012841
Fatty acid and lipid metabolism and transport,-1.386734852
Fatty acid and lipid metabolism and transport,-0.927753725
Fatty acid and lipid metabolism and transport,-1.447762101
Fatty acid and lipid metabolism and transport,0.441053429
Fatty acid and lipid metabolism and transport,0.622838493
Fatty acid and lipid metabolism and transport,0.5263152
Fatty acid and lipid metabolism and transport,0.6546515
Fatty acid and lipid metabolism and transport,-0.327205787
Fatty acid and lipid metabolism and transport,0.576997615
Fatty acid and lipid metabolism and transport,-2.476308
Fatty acid and lipid metabolism and transport,-0.834004683
Fatty acid and lipid metabolism and transport,0.1276458
Fatty acid and lipid metabolism and transport,-0.120280384
